,date,max_temp,min_temp
952,2022-09-11,29,21
953,2022-09-12,30,22
954,2022-09-13,23,22
955,2022-09-14,25,21
956,2022-09-15,23,20
957,2022-09-16,27,20
958,2022-09-17,30,21
959,2022-09-18,28,21
960,2022-09-19,28,17
961,2022-09-20,24,17
962,2022-09-21,24,17
963,2022-09-22,27,19
964,2022-09-23,26,15
965,2022-09-24,24,18
966,2022-09-25,25,19
967,2022-09-26,24,17
968,2022-09-27,26,20
969,2022-09-28,20,17
970,2022-09-29,28,20
971,2022-10-01,32,25
972,2022-10-02,37,26
973,2022-10-03,38,19
974,2022-10-04,17,13
975,2022-10-05,14,12
976,2022-10-06,14,11
977,2022-10-07,17,13
978,2022-10-08,18,14
979,2022-10-09,19,8
980,2022-10-10,17,7
981,2022-10-11,19,9
982,2022-10-12,20,11
983,2022-10-13,22,12
984,2022-10-14,22,13
985,2022-10-15,23,13
986,2022-10-16,24,14
987,2022-10-17,21,7
988,2022-10-18,18,9
989,2022-10-19,20,11
990,2022-10-20,21,16
991,2022-10-21,21,12
992,2022-10-22,24,14
993,2022-10-23,23,10
994,2022-10-24,22,12
995,2022-10-25,21,14
996,2022-10-26,17,15
997,2022-10-27,19,13
998,2022-10-28,19,13
999,2022-10-29,20,11
1000,2022-10-30,20,14
